"N","Time","avg(X)","avg(Y)","avg(Z)","avg(partitioning)","avg(u)","avg(v)","avg(vtkOriginalPointIds)","max(X)","max(Y)","max(Z)","max(partitioning)","max(u)","max(v)","max(vtkOriginalPointIds)","med(X)","med(Y)","med(Z)","med(partitioning)","med(u)","med(v)","med(vtkOriginalPointIds)","min(X)","min(Y)","min(Z)","min(partitioning)","min(u)","min(v)","min(vtkOriginalPointIds)","q1(X)","q1(Y)","q1(Z)","q1(partitioning)","q1(u)","q1(v)","q1(vtkOriginalPointIds)","q3(X)","q3(Y)","q3(Z)","q3(partitioning)","q3(u)","q3(v)","q3(vtkOriginalPointIds)","std(X)","std(Y)","std(Z)","std(partitioning)","std(u)","std(v)","std(vtkOriginalPointIds)","sum(X)","sum(Y)","sum(Z)","sum(partitioning)","sum(u)","sum(v)","sum(vtkOriginalPointIds)","vtkValidPointMask"
1,24,0.5,0.5,0,0,0.18725,-0.30216,76317,0.5,0.5,0,0,0.18725,-0.30216,76317,0.5,0.5,0,0,0.18725,-0.30216,76317,0.5,0.5,0,0,0.18725,-0.30216,76317,0.5,0.5,0,0,0.18725,-0.30216,76317,0.5,0.5,0,0,0.18725,-0.30216,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.18725,-0.30216,76317,1
1,25,0.5,0.5,0,0,0.18617,-0.31384,76317,0.5,0.5,0,0,0.18617,-0.31384,76317,0.5,0.5,0,0,0.18617,-0.31384,76317,0.5,0.5,0,0,0.18617,-0.31384,76317,0.5,0.5,0,0,0.18617,-0.31384,76317,0.5,0.5,0,0,0.18617,-0.31384,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.18617,-0.31384,76317,1
1,26,0.5,0.5,0,0,0.18505,-0.3254,76317,0.5,0.5,0,0,0.18505,-0.3254,76317,0.5,0.5,0,0,0.18505,-0.3254,76317,0.5,0.5,0,0,0.18505,-0.3254,76317,0.5,0.5,0,0,0.18505,-0.3254,76317,0.5,0.5,0,0,0.18505,-0.3254,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.18505,-0.3254,76317,1
1,27,0.5,0.5,0,0,0.18389,-0.33684,76317,0.5,0.5,0,0,0.18389,-0.33684,76317,0.5,0.5,0,0,0.18389,-0.33684,76317,0.5,0.5,0,0,0.18389,-0.33684,76317,0.5,0.5,0,0,0.18389,-0.33684,76317,0.5,0.5,0,0,0.18389,-0.33684,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.18389,-0.33684,76317,1
1,28,0.5,0.5,0,0,0.1827,-0.34815,76317,0.5,0.5,0,0,0.1827,-0.34815,76317,0.5,0.5,0,0,0.1827,-0.34815,76317,0.5,0.5,0,0,0.1827,-0.34815,76317,0.5,0.5,0,0,0.1827,-0.34815,76317,0.5,0.5,0,0,0.1827,-0.34815,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.1827,-0.34815,76317,1
1,29,0.5,0.5,0,0,0.18146,-0.35933,76317,0.5,0.5,0,0,0.18146,-0.35933,76317,0.5,0.5,0,0,0.18146,-0.35933,76317,0.5,0.5,0,0,0.18146,-0.35933,76317,0.5,0.5,0,0,0.18146,-0.35933,76317,0.5,0.5,0,0,0.18146,-0.35933,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.18146,-0.35933,76317,1
1,30,0.5,0.5,0,0,0.18018,-0.37039,76317,0.5,0.5,0,0,0.18018,-0.37039,76317,0.5,0.5,0,0,0.18018,-0.37039,76317,0.5,0.5,0,0,0.18018,-0.37039,76317,0.5,0.5,0,0,0.18018,-0.37039,76317,0.5,0.5,0,0,0.18018,-0.37039,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.18018,-0.37039,76317,1
1,31,0.5,0.5,0,0,0.17886,-0.38132,76317,0.5,0.5,0,0,0.17886,-0.38132,76317,0.5,0.5,0,0,0.17886,-0.38132,76317,0.5,0.5,0,0,0.17886,-0.38132,76317,0.5,0.5,0,0,0.17886,-0.38132,76317,0.5,0.5,0,0,0.17886,-0.38132,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.17886,-0.38132,76317,1
1,32,0.5,0.5,0,0,0.17751,-0.39211,76317,0.5,0.5,0,0,0.17751,-0.39211,76317,0.5,0.5,0,0,0.17751,-0.39211,76317,0.5,0.5,0,0,0.17751,-0.39211,76317,0.5,0.5,0,0,0.17751,-0.39211,76317,0.5,0.5,0,0,0.17751,-0.39211,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.17751,-0.39211,76317,1
1,33,0.5,0.5,0,0,0.17612,-0.40277,76317,0.5,0.5,0,0,0.17612,-0.40277,76317,0.5,0.5,0,0,0.17612,-0.40277,76317,0.5,0.5,0,0,0.17612,-0.40277,76317,0.5,0.5,0,0,0.17612,-0.40277,76317,0.5,0.5,0,0,0.17612,-0.40277,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.17612,-0.40277,76317,1
1,34,0.5,0.5,0,0,0.17469,-0.41329,76317,0.5,0.5,0,0,0.17469,-0.41329,76317,0.5,0.5,0,0,0.17469,-0.41329,76317,0.5,0.5,0,0,0.17469,-0.41329,76317,0.5,0.5,0,0,0.17469,-0.41329,76317,0.5,0.5,0,0,0.17469,-0.41329,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.17469,-0.41329,76317,1
1,35,0.5,0.5,0,0,0.17323,-0.42367,76317,0.5,0.5,0,0,0.17323,-0.42367,76317,0.5,0.5,0,0,0.17323,-0.42367,76317,0.5,0.5,0,0,0.17323,-0.42367,76317,0.5,0.5,0,0,0.17323,-0.42367,76317,0.5,0.5,0,0,0.17323,-0.42367,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.17323,-0.42367,76317,1
1,36,0.5,0.5,0,0,0.17173,-0.4339,76317,0.5,0.5,0,0,0.17173,-0.4339,76317,0.5,0.5,0,0,0.17173,-0.4339,76317,0.5,0.5,0,0,0.17173,-0.4339,76317,0.5,0.5,0,0,0.17173,-0.4339,76317,0.5,0.5,0,0,0.17173,-0.4339,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.17173,-0.4339,76317,1
1,37,0.5,0.5,0,0,0.17019,-0.444,76317,0.5,0.5,0,0,0.17019,-0.444,76317,0.5,0.5,0,0,0.17019,-0.444,76317,0.5,0.5,0,0,0.17019,-0.444,76317,0.5,0.5,0,0,0.17019,-0.444,76317,0.5,0.5,0,0,0.17019,-0.444,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.17019,-0.444,76317,1
1,38,0.5,0.5,0,0,0.16862,-0.45394,76317,0.5,0.5,0,0,0.16862,-0.45394,76317,0.5,0.5,0,0,0.16862,-0.45394,76317,0.5,0.5,0,0,0.16862,-0.45394,76317,0.5,0.5,0,0,0.16862,-0.45394,76317,0.5,0.5,0,0,0.16862,-0.45394,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.16862,-0.45394,76317,1
1,39,0.5,0.5,0,0,0.16701,-0.46374,76317,0.5,0.5,0,0,0.16701,-0.46374,76317,0.5,0.5,0,0,0.16701,-0.46374,76317,0.5,0.5,0,0,0.16701,-0.46374,76317,0.5,0.5,0,0,0.16701,-0.46374,76317,0.5,0.5,0,0,0.16701,-0.46374,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.16701,-0.46374,76317,1
1,40,0.5,0.5,0,0,0.16537,-0.47339,76317,0.5,0.5,0,0,0.16537,-0.47339,76317,0.5,0.5,0,0,0.16537,-0.47339,76317,0.5,0.5,0,0,0.16537,-0.47339,76317,0.5,0.5,0,0,0.16537,-0.47339,76317,0.5,0.5,0,0,0.16537,-0.47339,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.16537,-0.47339,76317,1
1,41,0.5,0.5,0,0,0.1637,-0.48289,76317,0.5,0.5,0,0,0.1637,-0.48289,76317,0.5,0.5,0,0,0.1637,-0.48289,76317,0.5,0.5,0,0,0.1637,-0.48289,76317,0.5,0.5,0,0,0.1637,-0.48289,76317,0.5,0.5,0,0,0.1637,-0.48289,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.1637,-0.48289,76317,1
1,42,0.5,0.5,0,0,0.16199,-0.49223,76317,0.5,0.5,0,0,0.16199,-0.49223,76317,0.5,0.5,0,0,0.16199,-0.49223,76317,0.5,0.5,0,0,0.16199,-0.49223,76317,0.5,0.5,0,0,0.16199,-0.49223,76317,0.5,0.5,0,0,0.16199,-0.49223,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.16199,-0.49223,76317,1
1,43,0.5,0.5,0,0,0.16025,-0.50142,76317,0.5,0.5,0,0,0.16025,-0.50142,76317,0.5,0.5,0,0,0.16025,-0.50142,76317,0.5,0.5,0,0,0.16025,-0.50142,76317,0.5,0.5,0,0,0.16025,-0.50142,76317,0.5,0.5,0,0,0.16025,-0.50142,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.16025,-0.50142,76317,1
1,44,0.5,0.5,0,0,0.15848,-0.51045,76317,0.5,0.5,0,0,0.15848,-0.51045,76317,0.5,0.5,0,0,0.15848,-0.51045,76317,0.5,0.5,0,0,0.15848,-0.51045,76317,0.5,0.5,0,0,0.15848,-0.51045,76317,0.5,0.5,0,0,0.15848,-0.51045,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.15848,-0.51045,76317,1
1,45,0.5,0.5,0,0,0.15668,-0.51932,76317,0.5,0.5,0,0,0.15668,-0.51932,76317,0.5,0.5,0,0,0.15668,-0.51932,76317,0.5,0.5,0,0,0.15668,-0.51932,76317,0.5,0.5,0,0,0.15668,-0.51932,76317,0.5,0.5,0,0,0.15668,-0.51932,76317,0,0,0,0,0,0,0,0.5,0.5,0,0,0.15668,-0.51932,76317,1
